,FamilyName,FamilyNameDescription,GeneralGenusAndDescription,Genus,Epithet,LebanonLocations,SyrianLocations
25,0,0,"ATHYRIUM Roth. — Squames du rhizome et du pétiole non réticulées. Pétioledistélique. Feuilles à divisions fines et nombreuses. Indusie semi-lunaire, parfoisfugace.",0,0,0,0
26,0,0,0,Athyrium,filix-femina,0,0
27,0,0,0,Dryopteris,libanotica,0,0
28,0,0,0,0,0,"L. Ct. Nahr Aouali (Bl), Beyrouth, Nahr Beyrouth (Mt), Ras Chekka (Pb), Ras Chekka-Hamate (Wall). Mi. 'Abèy, 'Aley (P), 'Araya, Bikfaya (Mt), Broummana (Bnm. typus), Ghazir,Mohrab, Faytroun (Mt), Rayfoun (Wall), Douma (P), Qrayé (Np). Mm. Dahr-el-Baïdar, Fa-lougha (Pb), Entre Sannine et Kneissé (Mt), Diman, Qannoubine, Bân (Bl), 'Aïtou (Wall),Beskinta (Np).",0
29,0,0,"BLEGHNUM L. — Rhizome plus ou moins vertical ou tige épigée. Frondessouvent dimorphes. Sores linéaires, confluents, insérés sur la face interne des spo-rophylles.",0,0,0,0
30,0,0,0,0,0,"L. Mi. Broummana, Salima (Bl), Bikfaya (Mt, Pb), Ghoueir (P), Mayrouba (Mt), Qrayé(Np). Mm. Vers le col de Zahlé (Mt), Bân (Bl).",0
31,ASPLENIACEAE,"Frondes non articulées, entières ou pluripennées. Sores à indusie simple oudouble, hypophylles, distincts, rarement fusionnés, allongés, linéaires, rarement nus.GETERACH Garsault. — Frondes pinnatipartites, persistantes. Sores à in-dusie rudimentaire voilés par les écailles de la face inférieure.Ceterack officinarum Lam. et D.G. — AsplenuimceterachL,. (PI. IV, n. 3). —2|. Rhizome court, couvert d'écaillés noires, ciliées sur les bords. Frondes en touffe5-20 cm. Pétiole court, écailleu Limbe linéaire-lancéolé, obtus, coriace, vert etglabre sur la face supérieure, sauf le rachis écailleux, couvert à la face intérieured'écaillés brunâtres, brillantes, saillantes à la marge. Pinnules 9-12 de chaque côté,alternes, semi-circulaires à oblongues, entières, les basales souvent distinctes, lesautres connées à la base. Sores oblongs ou linéaires à indusie rudimentaire, cachéssous les écailles.Fructif. au printemps. Rochers et murettes GC.L. Ct. Saïda (Bl), Beyrouth (Bl, P, Np), Tripoli (Bl). Mi. 'Abey, Chemlan (P), Bikfaya(Bl), 'Antoura (Pb), Dlepta (Mt). Mm. Kfarsghab (Bl), 'Akkar-el-'Atiq (Mt).S. Mm. Slenfé (Pb). Sy. Harim (Pb), Jab. Sema'ane (Har). A.L. Jab. Abou 'Ata (Pb).Dam. Jab. Qasyoun (Pb). \?.D. Soueida (Mt).Aire géogr. — Europe, Asie occidentale et tempérée, Himalaya, Atlantides, Afrique Nordet australe.",0,0,0,0,0
32,0,0,0,Asplenium,bourgaei,0,0
33,0,0,0,0,0,"L. Met. Jisr-el-Kuwwe (Pont Naturel du Litani) (P, Gb, etc.).",0
34,0,0,"Nota. — Mentionnée « entre le Sannin et le Kneissé » par Thiébaut, d'après un classementinexact de plants jeunes d'Athyrium filix-femina.",0,0,0,0
35,0,0,0,0,0,"L. Pas rare au nord, très rare ou manquant plus au sud. Ct. Tripoli (Bl, P). Mm. Jisr-el-Hajar (Pont Naturel) (Np), Jab. Jaj (Mt), Ehden, Kfarsghab (Bl), Fnaideq, 'Akkar el 'Atiq (Mt).",0
36,0,0,0,Asplenium,ruta-muraria,0,0
37,0,0,0,0,0,"L. Mm. Dimane (Bl), Cèdres (P, Pb), Forêt de Qamou'a (Mt), Jisr-el-Hajar (Np). Me. Som-met du Jab. Kneissé (Mt, Gb), Jab. Sannine (P, Mt, Pb), Yammouné à Dimane (Bl), 'Aïn-el-Qarnau-dessus d'Ehden (Bl), sommets du Makmel (Boiss., Ky, P).",0
38,0,0,0,Asplenium,haussknechtii,0,0
39,0,0,0,0,0,"L. Me. Jab. Kneissé (Mt), Jab. Sannine (Bnm, Np, Mt).",0
40,0,0,0,Asplenium,adiantum-nigrum,0,0
41,0,0,0,0,0,"L. Ct. Environs de Beyrouth (Bl), Antélias (Mt), Nahr-el-Kelb (Mt, Pb), Ras Chekka (Wall).Mi. 'Abey (P), Ghazir (Gaill.), Broummana (Bnm), Qrayé «Le Krey» (Np), Dlepta à Mohrab(Mt), Baabda, 'Araya (Pb), Rayfoun (Sam).",0
42,0,0,Note. — La race libanaise de cette fougère ne correspond pas exactement à la ssp.,0,0,0,0
43,0,0,0,Phyllitis,scolopendrium,0,0
44,0,0,0,0,0,"L. Ct. Vallée du Bahsaş près Tripoli (Bl). Mi. 'Abey (P), Sir (Bl). Mm. Basloukite, Has-roun, Qannoubine (Bl), Forêt de Qamou'a (Mt). Me. Sommet du Jab. Kneissé (Mt). Ve. Niha(Mt),",0
45,0,0,0,Phyllitis,hemionitis,0,0
46,0,0,0,0,0,"L. Ct. Choueifat (P). Mi. Sir (Mt), 'Aïn-el-Qarn (Bl). (Récoltée au mont Garizim parGaill.)2° Forme à limbe ténu et marges sublobées. Base non cordée, plus large que le reste maispas de beaucoup:",0
47,0,0,0,0,0,"L. Mm. Jabal Kneissé, sur les pentes (Th, Bb, Pb), Neba'a-1-Laban (Vt), Cèdres (Pb),Bchennata (Bl), Me. Foumm-el-Mizhab (Wall, Mt). Ve. Vallée du Bardaouni (Vt). Met. Gorgesdu Litani, vers Yohmor (Mt).Probablement en régression, comme sa voisine.",0
48,0,0,"POLYPODIUM L. — Sores nus, arrondis, distants, en lignes parallèles à lanervure médiane.",0,0,0,0
49,0,0,0,0,0,"L. Ct. Damour (P), 'Aïn Cheikh (Np), Nahr-el-Kelb, Nahr Beyrouth (Mt). Mi. Beit Méri(Pr, Mt), Bikfaya (Vt, Mt), Ghosta (Mt), Ghazir (Mt).",0
50,0,0,0,0,0,"L. Mi. Broummana (Nabelek), Aramoun (Mt).",0
51,SALVINIACEAE,"Plantes flottantes, sans racines. Feuilles non circinnées, en apparence verticilléespar 2, nageantes, plus ou moins sessiles, ovales, échancrées. Sporanges insérés surune feuille profondément modifiée à axe très court et folioles ayant la forme deracines, couvertes de poils absorbants.Salvinia natans (L.) Ail. — Marsilea natans L. (PI. I, n. 10).— ©. Petiteplante nageante, rameuse, à segments foliaires nageants, distiques, plus ou moinsimbriqués, largement elliptiques, portant sur leur face supérieure des poils étoiles,villeux et brunâtres sur leur face inférieure. Segment immergé multifide en formede racines, porteur de sporocarpes subglobuleux, contenant les uns des macrospo-ranges, les autres des microsporanges.Fructif. été. Eaux stagnantes ou à courant lent.S. Sy. Eaux du Nahr-es-Sih, entre Tell Nebi Mend et Joubbaniyé au sud du Lac de Homs1er août 1931 (Mt).Trouvée au Lac d'Antioche par Meinertzhagen, Eig, Zohary.Aire géogr. — Europe mérid., Afrique du Nord, Asie jusqu'au Japon.SPERMATOPHYTAVégétaux à organes reproducteurs très différenciés et de dimensions très ré-duites, les microspores ou grains de pollen étant contenues dans une sporophyllede très faible taille, l'étamine, les macrospores aboutissant par une série de trans-formations à un ovule contenant le gamète . Fécondé par un anthérozoïde noncilié, l'ovule, resté en continuité histologique avec les tissus de la plante-mère,s'accroît à ses dépens en un embryon, la graine. Les étamines et les ovules (androcéeet gynécée), le plus souvent rapprochés (végétaux hermaphrodites), et souvent en-tourés de pièces foliacées (sépales du calice, pétales de la corolle, bractées), consti-tuent la fleur.On distingue les Spermatophytes ou Phanérogames, suivant la disposition desovules, en Gymnospermes (ovules nus), en Chlamydosperm.es (ovules partiellemententourés), et Angiospermes (ovules enfermés dans des feuilles modifiées à margessoudées, les carpelles, dont l'ensemble constitue l'ovaire).GYMNOSPERMAEVégétaux phanérogames} niais à ovules nus, insérés sur des feuilles différenciéesqui ne forment pas d'ovaire. Au sens strict, c'est-à-dire sans y inclure les Chlamy-dospermes, ces végétaux sont constitués, dans la flore actuelle, par le seul phylumdes Conifères. Un usage suivi jusqu'à ces dernières années y adjoignait les deuxOrdres des Cycadales et Ginkyoales. D'après une interprétation récente, ces Ordres,avec les Ptéridospermales et les Cordaïtales des temps géologiques, doivent être con-sidérés comme des Préphanérogames, du fait que leurs ovules, fécondés par desanthérozoïdes ciliés, ne sont pas en continuité histologique avec la plante-mère etne forment pas de graines. Ils n'ont pas à figurer dans cette Flore, ne comportantpas d'espèces spontanées dans nos contrées. A l'état cultivé, on peut cependant voirassez fréquemment au Liban des pieds de Cycas revoluta Thunb., rarement le Ginkyobiloba L., auquel le climat du Moyen-Orient paraît mal convenir.CONIFERAEVégétaux tous arborescents, le plus souvent de grande taille à ramificationmonopodique. Rameaux souvent de plusieurs types, longs, courts et nains. Feuilles(chez tous les Conifères de nos pays) en aiguilles (branches), ou en écailles (fructi-fications). Organes reproducteurs unisexués, monoïques ou dioïques, axillaires outerminaux, en cône plus ou moins allongé.",0,0,0,0,0
52,PINACEAE,"Arbres à rameaux disposés, suivant les genres, de façons diverses, à feuilles tou-jours en aiguilles. Fleurs en chatons axillaires ou terminaux entourés à la based'une collerette de branches et portant des étamines foliacées. Fleurs en cônesaxillaires, rarement terminaux, formés de bractées, à l'aisselle desquelles se trouveune écaille ovulifère. Ovules par deux. Graines ordinairement ailées.",0,0,0,0,0
53,0,0,0,Abies,cilicica,0,0
54,0,0,0,0,0,0,"S. Mm. Vers Slenfé, un peu au sud."
55,0,0,"CEDRUS Mill. — Branches non verticillées. Feuilles quadrangulaires, en ro-sette sur les rameaux courts. Cônes à maturation biennale, et écailles caduques.",0,0,0,0
56,0,0,0,0,0,"L. Mm. Sommet du Jabal Niha, au-dessus de Ma'asser-ech-Chouf, de Barouk, de 'Aïn Zehalta.Pentes ouest du Jabal-el-Jaj, entre Tannourine et Hadeth, au-dessus de Bcharré (bosquet historique« Les Cèdres »), forêt d'Ehden, boisements dispersés au nord de Sir.",0
57,0,0,"PINUS L. — Arbres à feuilles fasciculées par 1 -5 sur des rameaux nains déve-loppés à l'aisselle d'une écaille scarieuse. Fleurs en chatons entourés à leur basede petites écailles membraneuses. Fleurs composées de quelques écailles membra-neuses stériles, de feuilles carpellaires biovulées et de bractées petites. Cône à écaillesnon caduques, généralement épaissies au sommet en une apophyse, l'écusson, celui-ci plat ou conique, marqué au centre d'un motif déprimé, plat, ou saillant, l'ombilicou umbo. Graine le plus souvent ailée.",0,0,0,0
58,0,0,0,Pinus,pinea,0,0
59,0,0,0,0,0,"L. Ct. Sables au sud de Beyrouth. Mi. Maghdouché, au-dessus de Saïda, 'Abey, Beit Méri,Broummana, Bikfaya, Dhour Choueir, « Bois de Boulogne », Mrouj. Cultivé ailleurs çà et là.",0
60,0,0,0,Pina,brutia,0,0
61,0,0,0,0,0,"L. Peuplements étendus au sud vers Bkassine et dans le 'Akkar. Groupements moindres ettrès nombreux, entre la mer et 1700 m., en de nombreux points, notamment vers Saïda, Choueifat.'Aïn 'Anoub, Souq-el-Gharb, 'Aley, Beit Méri, Broummana, Baabdate, Bikfaya, Bkerké, Tripoli àEhden, Forêt d'Ehden, forêt de Qaniou'a.",0
62,0,0,0,Pinus,halepensis,0,0
63,0,0,0,0,0,"L. Mi. Sous Maghdouché au-dessus de Saïda. Entre 'Aïn Traz et Rochmaya. Au-dessus deChoueifat, mêlé à P. brutia. Bois de Yarzé entre Baabda et Jamhour. — Plus au nord, un petitpeuplement, au-dessus dejbail, a été planté depuis 1930. Il se pourrait que les bois de Yarzé aientune origine analogue.",0
64,0,0,0,Cupressus,sempervirens,0,0
65,0,0,0,0,0,"L. Mi. Maghdouché (Bl), Bchetfine (Mt), Deir-el-Qamar (Bl), 'Abey (P). Au-dessus deM'ameltein et Ghazir, et aussi dejbail (Mt). Mm. Bcharré (Bl), Ehden au-dessus du monastèrede Mar Sarkis (Mt).",0
66,0,0,JUNIPERUS L. — Arbres ou arbustes à feuilles aciculaires ou squamiform.es.,0,0,0,0
67,0,0,0,Juniperus,oxycedrus,0,0
68,0,0,"Note. — Selon René MAIRE (Flore de l'Afrique du Nord, I, 1952, p.",0,0,0,0
69,0,0,0,Juniper,us excelsa,0,0
70,0,0,0,Juniperus,fœtidissima,0,0
71,0,0,0,Arceuthos,drupacea,0,0
72,0,0,0,Ephedra,campylopoda,0,0
73,0,0,0,0,0,"L. Ct. Saïda (Bl), Beyrouth (nombr. coll.), Nahr-el-Kelb, Nahr Ibrahim (Mt), Tripoli (Bl).Mi. Bikfaya (Vt). Mm. Bân (Bl).",0
74,0,0,0,Ephedra,alte,0,0
75,0,0,0,0,0,0,"S. Dam. Doumar, 'Adra (Pb). St. Jabal Dmeir (Pb). Entre Palmyre et Abou Kémal (Gb)."
76,0,0,0,Ephedra,alata,0,0
77,0,0,0,0,0,0,"S. Dam. Khan Dimas (Pb), Jab. Qasyoun (Pb), Ma'araba (Sam). A.L. Yabroud (Pb).St. Jab. Abou Qpsh (Gb), AlJabah (P), Qaryatein, T 4, Palmyre (Mt), de Palmyre à Abou Kémal(Gb), Snou Fadel, Jabal Abiad (Bl), T 4 à Qasr-el-Haïr, Tell Outed (Pb)."
78,TYPHACEAE,"Monoïques. Fleurs très petites, nues, disposées en épis superposés pourvus despathes caduques sur un axe cylindrique terminal. Épi supérieur portant souventdes poils aplatis. Étamines 2-5. Fleurs formant l'épi inférieur, insérées sur desprotubérances de l'axe, 1-carpellées. Fleurs avortées ou carpodies dépassant et pro-tégeant les fleurs fertiles. Plantes vivaces, croissant autour des étangs ou des fosséspleins d'eau.Épis et contigus. Feuilles 8-1G mm. de largeT. latifolia L.Épis et distants, l'épi cylindrique, un peu allongé. Feuilles 4-10 mm.T. australis Schum. et Thonn.Épis séparés par un faible intervalle. Épi court, presque ovoïde. Feuilles moins de 4 mm.T. laxmannii Lepechin.Typha latifolia L. (PI. VIII, n. 3). — ¾. l -2 m. Feuilles vertes, glauces-centes, larges, 7-16 mm., égalant ou dépassant la hampe florale. Épi et épicontigus, rarement un peu espacés, ordinairement de longueur égale. -Pédicellesminces, flexibles, l -2 mm. de long. Gynophore à poils blancs, aigus, non dilatés.Stigmate oblique, brun-noir, égalant ou dépassant les poils. Épi brun, épiplus pâle.Fleurs et fruits: printemps-été. Fossés, étangs.L. Ct. Saïda (Bl), Dora, station détruite (Gb, Mt). Met. 'Ammiq (Np, Mt).S. Dam. Bords du Barada (Gaill.).Aire géogr. — Cosmopolite, sauf Afrique tropicale, Asie SE., Australie.",0,0,0,0,0
79,0,0,0,Typha,australis,0,0
80,0,0,0,0,0,"L. Ct. Dora et points d'eau au N. de Beyrouth, stations détruites ou en voie d'extinction(Gb, Mt), N. de Saïda (Pb). Mi. 'Abey (P), Broummana (Bl). Met. 'Ammiq (Np, Pb).",0
81,0,0,0,Typha,laxmannii,0,0
82,0,0,0,0,0,"L. Met. Petit marécage (asséché avant 1939), proche des canaux de 'Ammiq, 1936. Fosséentre Zahlé et Kfar Zabed, 1951 (Mt).",0
83,0,0,Note. — Pour BOISSIER (FI.,0,0,0,0
84,0,0,0,Sparganium,neglectum,0,0
85,0,0,0,0,0,"L. Ct. Embouchure du Litani (Nahr Qazmiyé) (Np), Dora, 1931 (Mt). Met. Ta'naïl (Vt,Mt), Marjayyoun (P). Sud. Jisr-el-Khardali (Pb).",0
86,NAIADACEAE,"Plantes annuelles, submergées, à feuilles opposées ou verticillées, sinuées-dentées. Fleurs solitaires, les à une étamine, les à un carpelle.NAIAS L. Caractères de la famille.Feuilles et tiges à grosses dents spinuleuses, bien visibles à l'œil nu ",0,0,0,0,0
87,0,0,0,Naias,delilei,0,0
88,0,0,0,0,0,0,"S. Ct. Nahr-el-Kébir, près Lattaquié (Pb). HJ. Lac Khatounié (Pb)."
89,0,0,0,0,0,0,"S. Ct. Ruisseau proche de l'embouchure du Nahr Abrache, 1934 (Mt)."
90,0,0,0,Naias,graminea,0,0
91,0,0,0,0,0,"L. Ct. Vers Saïda (Gaill.), Lit du Nahr Beyrouth près de la ville (Np, Mt).",0
92,0,0,"ZOSTERA L. — Fleurs hermaphrodites à une anthère sessile et un carpelle.Rhizome grêle, nu, à racines adventives fasciculées, émettant des tiges rameuses,feuillées. Feuilles rubanées, engainantes, entières.",0,0,0,0
93,0,0,0,0,0,"L. Fouar, près de Beyrouth, fragments rapportés par une seine (Np). Tyr, Tripoli, fragmentsdéposés par la mer (Mt).",0
94,0,0,0,Cymodocea,major,0,0
95,0,0,0,0,0,"L. Trouvée in situ en deux points près de Ras Beyrouth (Np, Pb). En débris flottants sur la merou déposés sur les grèves vers Tyr, Beyrouth, etc. (Mt).",0
96,0,0,0,Ruppia,maritima,0,0
97,0,0,0,0,0,"L. Autrefois, vers l'embouchure du Nahr Beyrouth (Bl, Vt).",0
98,0,0,"ZANNICHELLIA L. — Plantes monoïques, immergées en eau douce ou légè-rement saumâtre, stagnante ou parcourue par un faible courant. Fleurs nues, à1-2 anthères, placées à l'aisselle d'une gaine stipulaire. Fleurs entourées d'unpérianthe cupuliforme. Carpelles 2-7 en croissant ou oblongs, rostres.",0,0,0,0
99,0,0,"ZANNICHELLIA L. — Monoïques. Fleurs nues, à 1-2 anthères, à l'aisselled'une gaine stipulaire. Fleurs entourées d'un périanthe cupuliforme. Carpelles2-7 en croissant ou oblongs, rostres.",0,0,0,0
100,0,0,0,0,0,"L. Ct. Beyrouth (Vt). Baie Saint-Georges près de Beyrouth avant 1939 (Mt), Tripoli (Bl).Met. Zahlé (Vt), Barr Elias (Pb). Sy. Yaat (Sam.).",0
101,0,0,"POTAMOGETON L. — Plantes d'eau douce, à tiges submergées, à feuillesparfois nageantes, et épis émergés, du moins avant la fécondation. Feuilles tantôtlinéaires, étroites, tantôt ovales, lancéolées ou même embrassantes. Fleurs en épi.Étamines 4, carpelles 4.",0,0,0,0
102,0,0,0,Potamogeton,nodosus,0,0
103,0,0,0,0,0,"L. Ct. Saïda (Bl), Nahr Beyrouth (Vt, Mt), Antélias, Dbayyé (Mt). Met. Litani (Pb),Joubb Jenin, Nahr Hasbani (Mt), Zaïr (Np). St. Source de l'Oronte (Mt).NOUVELLE FLORE 27",0
