,FamilyName,FamilyNameDescription,GeneralGenusAndDescription,Genus,Epithet,LebanonLocations,SyrianLocations
16,0,0,0,0,0,"L. Ct. Saïda (Bl), Beyrouth (Vt), Nahr-el-Kelb (Barb, Mt), Tripoli (Bl). Mi. Vers Jba'a(Gaill), sous Beit Méri (Np), 'Abey (P), Bikfaya (Vt), 'Araya (P), Beit Khachbo (Vt), Ghazir,'Aramoun (Mt), Broummana (Bl). Mm. Hasroun, Qannoubine (Bl), Bcharré à Ehden (Pb),Blaouza (Sam).",0
17,0,0,"ANAGALLIS L. — Plantes annuelles ou vivaces, à feuilles ovées ou lan-céolées. Calice pentamère. Corolle en forme de roue, pentamère, caduque.",0,0,0,0
18,0,0,0,0,0,"L. Ct. Beyrouth (P, Vt, Np, Mt), Nahr Beyrouth, Ghiyah (Mt), Bouar (Pb), Tripoli (Bl,P). Mi. Baabda (Mt), Bikfaya (Vt), Tourzaya (Pb). Mm. Dimane, Hadchit, Ehden (Bl). Met.Ghtaura (Sam). A.L. Chara de Baalbeck (Bl).",0
19,0,0,0,0,0,"L. Ct. Saïda (Mt), Haret Horeik, Borj Brajné, Plaine du 'Akkar (Bl), Bir Hassen (Mt), Bey-routh (P, Vt, Np), Bouar (Pb), Nahr Beyrouth (Mt). Mi. 'Asfouriyé (Wall), Jamhour (Mt),Qpmet Chehouane (Mt). Mm. Diman, Ehden (Bl).",0
20,0,0,LYSIMACHIA L. — Plantes annuelles ou vivaces. Calice 5-fide ou 5-partite.Corolle pentamère campanulée ou étalée.,0,0,0,0
21,0,0,0,Lysimachia,dubia,0,0
22,0,0,0,0,0,"L. Ct. Bords du Nahr-Aouali (Gaill, Vt), Beyrouth (Vt), Antélias (Vt, Np), Tripo Mitein(Bl). Mi. Souk-el-Gharb (P). 'Akkar. Baïno (Mt).",0
23,0,0,0,Asterolinon,linum-stellatum,0,0
24,0,0,0,0,0,"L. Ct. E. de Saïda, Hazmiyé, Tripoli (Bl), Sin-el-Fil (Mt). Mi. 'Antoura (Pb), sous BeitMéri (Np, Mt), Mkallès (P). Mm. Bcharré-Ehden (Pb). 'Akkar. Menges (Mt).",0
25,0,0,"CYCLAMEN L. — Plantes herbacées, à racine formant un tubercule sou-vent situé immédiatement au niveau du sol, parfois plus profondément et surmontéd'un rhizome. Feuilles toutes en rosette au-dessus du sol, pétiolées, orbiculaires àovales, souvent cordées à la base. Scapes uniflores plus ou moins longs. Fleurs ap-paraissant avant les feuilles ou avec elles, ou longtemps après elles. Calice campanule,5-partite. Tube de la corolle ové, court, limbe 5-partite, réfléchi. Étamines in-sérées à la base du tube. Anthères incluses. Capsule quelque peu charnue, globu-leuse, à cinq valves. Capsule mûre souvent entourée de plusieurs spires formées parle sommet accrescent du scape.",0,0,0,0
26,0,0,0,Cyclamen,coum,0,0
27,0,0,0,0,0,"L. ML Au-dessus de Ghazir (Vt), Khirbé près de Ra'chine (Mt), Qartaba, Faraya (Np),au-dessus de Chahtoul (Bksh). Mm. Cèdres de Ma'asser et de Barouk, Dahr-el-Baïdar, Col deZahlé (Mt), Jab. Fughry (P), Ehden (Bl), Forêt de Qamou'a (Mt, Pb).",0
28,0,0,0,Cyclamen,libanoticum,0,0
29,0,0,0,Cyclamen,persicum,0,0
30,0,0,0,0,0,"L. Ct. et Mi. C. partout. Mm. Sporadique. Layssa (Mt), Ehden (Bl).",0
31,0,0,"ANDROSACE L. — Plantes souvent naines, annuelles ou vivaces, pour laplupart exclusivement montagnardes. Feuilles en rosette. Calice divisé en cinq lobes.",0,0,0,0
32,0,0,0,Androsace,villosa,0,0
33,0,0,0,0,0,"L. Me. Au-dessus d'Ehden (Bl), Makmel (Pr, P, Np), Rijal-el-'Achara (P), Dahr-el-Kodib,3000 m. (Bnm), vers Qprnet-el-'Achara (Mt), Col des Cèdres (Pb), Qprnet-es-Saouda (Mt, Pb).",0
34,0,0,0,Androsace,multiscapa,0,0
35,0,0,0,0,0,"L. Me. (Massif du Makmel). Jourd Qarassia (Ky), Col des Cèdres (P), sous le Signal desCèdres (Mt), Qprnet-es-Saouda (Mt, Pb).",0
36,0,0,0,Androsace,"maxima L. (PL III, n. 8). —",0,0
37,0,0,0,0,0,"L. Mm. Cèdres de Barouk (Np), 'Aïn Zehalta (Bnm, Mt), Dahr-el-Baïdar (Sam), Cèdres deHadeth (Bl). Met. Ta'naîl, Bar Elias (Mt), Beqa'a (P). Sy. Baalbeck (Sam, Np, Mt), 'Aïn Bourdai(Sam), Baalbeck à Ras Baalbeck (P). St. Qa'a (Pb).",0
38,0,0,"PRIMULA L. — Plantes vivaces, pour une grande part montagnardes.Feuilles en rosette. Calice 5-fide ou 5-partite. Corolle hypocratériforme (en tubeétroit, évasé vers le sommet) ou en forme d'entonnoir à tube cylindrique. Gorgedilatée, souvent garnie de courtes écailles. Ovaire multiovulé. Capsule à grainesmultiples.",0,0,0,0
39,0,0,0,0,0,"L. Mi. Jezzine (Gaill), Ghazir (Vt, Mt), Ghiné (Mt), Mchata (Villard), Faraya (Sam; var.rubra, Sam, Np). Mm. Mejdel vers Afqa (Pb), Neba-l-'Assal, Jabal Hadid, Tannourine (P.Jean),Qpmair, Bcharré-Ehden (Pb), au-dessus de Sir (var. rubra, Mt). 'Akkar. 'Akkar-el-'Atiq (Mt,var. rubra), Qpubbayat (type et var. rubra, Mt).",0
40,PLUMBAGINACEAE,"Plantes herbacées, arbrisseaux, arbustes ou lianes. Feuilles simples, sans stipules.Inflorescence en grappes ou en cymes plus ou moins contractées ou composées.Fleurs régulières, hermaphrodites. Bractées souvent scarieuses, pouvant former uninvolucre. Calice à 5 sépales, persistant, souvent membraneux entre les arêtes.Corolle à 5 pétales habituellement unis, persistante. Étamines 5, épipétales, plusou moins concrescentes avec les pétales. Ovaire supère, formé de 5 carpelles, uni-loculaire. Styles 5, libres ou plus ou moins unis. Un ovule, basilaire. Fruit constituépar un akène ou une capsule, s'ouvrant par abscission d'un couvercle ou par unefente.",0,0,0,0,0
41,0,0,0,Acantholimon,damassanum,0,0
42,0,0,0,0,0,0,"S. A.L. Près de Nebk, environ 80 km. N. de Damas, vers 1800 m. d'altitude, 21.VI.1934(Kew, typus; collecteur?), Yabroud, 1450 m., Qara (Pb), Deir 'Atiyé, 1220 m. (Mt). St. Base duJabal Daoua (Pb), Qaryatein (Mt)."
43,0,0,0,Acantholimon,acerosum,0,0
44,0,0,0,0,0,"L. A.L. Ouadi Taniyat-er-Ras, vers Ras Baalbeck (P). Un seul échantillon en état médiocre,appartenant peut-être à l'espèce suivante.",0
45,0,0,0,Acantholimon,antilibanoticum,0,0
46,0,0,0,0,0,L. Mm. Jabal Rheimoun au-dessus de Tannourine (Mt). Ve. Ouadi Ibrissa (Mt). Me. EntreJbab-el-Homr et Marj-Hin (Mt). Herm. Zone moyenne de l'Hermon (P).,0
47,0,0,0,Acantholimon,libanoticum,0,0
48,0,0,0,0,0,"L. Mm.-Me. Jabal Barouk (Hartm, Np), Cèdres de 'Ain Zehalta (Pb), Jab. Kneissé (Gb,Np, Mt), Jab. Sannine (Vt), Mar Sema'an (Bl), Cèdres, Cèdres de Hadeth, Jourd Hasroun (Bl),Ehden (Sam), 'Aqoura (Gb). Ve. Saghbine (P). Herm. Hermon (Bl, P, Gb, Pb).",0
49,0,0,0,Acantholimon,ulicinum,0,0
50,0,0,0,0,0,"L. Mm.-Me. Jabal Barouk, à feuilles pubescentes (Mt), Jab. Kneissé à feuilles glabrescentes(P, Np, Mt), Col des Cèdres (Bl, Pb), Dimane à Yamouné (Bl), Sannine (P, Hartm). Herm. Her-mon (P, Aar, Pb).",0
51,0,0,"GONIOLIMON Boiss. — Plantes à scapes élevés, droits ou anguleux. Caliceen forme d'entonnoir, à limbe scarieux, 5-nervié, plié, 5-lobé. Pétales 5, unis seu-lement à la base. Filaments des étamines glanduleux à la base, plus ou moins unis.Styles 5, libres, papilleux. Stigmates capités. Utricule membraneux, à operculedéhiscent très court.",0,0,0,0
52,0,0,0,Goniolimon,collinum,0,0
53,0,0,0,0,0,0,"S. WHoms. Qala'at-el-Hosn (Krak des Chevaliers) (Bl).Récoltée en ce lieu (étiquette du seul spécimen conservé, à Genève) au cours de son voyageTripoli-Palmyre par BLANCHE, en mai 1857. BOISSIER, suivant un usage trop constant chez lui etd'autres, s'est contenté d'indiquer la mention vague : « Entre Tripoli et Hama ». Aucune autre ré-colte depuis lors, ni en Syrie ni au Liban."
54,0,0,0,0,0,L.,0
55,0,0,0,0,0,L. thouinii,0
56,0,0,0,0,0,L. globuliferum,0
57,0,0,0,0,0,L.,0
58,0,0,0,0,0,L.,0
59,0,0,0,0,0,L.,0
60,0,0,0,0,0,L.,0
61,0,0,0,Limonium,sinuatum,0,0
62,0,0,0,0,0,"L. Ctlitt. Ras Naqoura (Sam), Échelles de Tyr (Gb), Ras Bayada, Tyr (Mt), Saïda (Bl, Vt,Alonzo), Cap Sahré (Mt), Rmeilé (Gaill), Ras Jedra (Pb), Sud de Beyrouth «prés du Santon»(Bl, P).",0
63,0,0,0,Limonium,thouinii,0,0
64,0,0,0,0,0,0,"S. Dam. Vers Douma (Mt). St. Jab. Dmeir, Jab. Abou 'Ata, 10 km. E, de Damas (Pb),Bir Knaifess, Marbat 'Antar (P). Sud. Hammé (Pb)."
65,0,0,0,Limonium,angustifolium,0,0
66,0,0,0,0,0,"L. Ctlitt. Naqoura (Wall), Nahr Aouali (Bl), Cap Rmeilé (Gaill), Beyrouth (P, Vt, Mt, Np,Pb), Nahr-el-Kelb (Mt, Pb), Jounié (Pb).",0
67,0,0,0,Limonium,sieberi,0,0
68,0,0,0,0,0,"L. Ctlitt. Beyrouth (Bl, P, Np, Vt, Mt, Pb), Aouza'i (Bl), Nahr-el-Kelb (Mt, Pb), Jounié=(Mt), Bouar (Wall), Jbail (P), Ras Chekka (Pb).",0
69,0,0,0,Limonium,virgatum,0,0
70,0,0,0,0,0,"L. Ctlitt. Saïda (Bl), Cap Sahré (Mt, Pb), Ras Jedra (Pb), Beyrouth (Mt).",0
71,0,0,0,Limonium,graecum,0,0
72,0,0,0,0,0,"L. Ctlitt. Naqoura (Sam), entre Saïda et Tyr (Aar), Aouza'i (Bl, Vt), Beyrouth (Bl, Np, Mt,Pb), Nahr-el-Kelb (Pb), Enfé (P, sous Statice virgata).",0
73,0,0,0,Limonium,palmyrense,0,0
74,0,0,0,0,0,0,"S. St. Salines de Palmyre (P, Dlb, Mt, Pb)."
75,0,0,0,Limoniumglobuliferum,(Boiss.,0,0
76,0,0,0,0,0,0,"S. Dam. 'Adra (Dlb, Pb), Hijjané, N. de Hijjané, Qrahta, 25 km. E. de Damas (Pb), CheikhFadel (Mt). St. Vers Abou Kemal (Pb, sans fleurs)?"
77,0,0,0,Psylliostachys,spicatus,0,0
78,0,0,0,0,0,0,"S. Dam. Marj-es-Soultan (P), Cheikh Fadel (Mt), 'Adra, Qrahta, Bahret Hijjané, Dmeir(Pb). St. Palmyre, El-Hass (P), E. de Forqlos (Reese), Qaryatein, Reddé, 'Aïn Faouarez versPalmyre (Mt), S. de T 4 (Pb)."
79,0,0,0,Armeria,undulata,0,0
80,0,0,0,0,0,"L. Mi. Bikfaya à Dhour Choueir (Bl, P, Vt, Mt), Choueir (P), Dhour Choueir (Sam), May-rouba (Sam). (Toutes ces localités présentent des colonies à corolle blanche.) Mm. Col de Zahlé,à corolle rose (P, Np, Mt, Pb), Falougha (P, Np, Pb), Hasroun (P), Cèdres de Hadeth et environsde Hadeth (Bl), Sannine (Ehrenb), Berkacha (Bl). Herm. 'Aïn 'Ata (Gaill).",0
81,0,0,"PLUMBAGO L. — Plantes vivaces ou sous-arbrisseaux ascendants, à fleurs enépis subsessiles, entourées de trois bractées. Calice gamosépale, herbacé, tubuleux,à glandules stipitées. Corolle en forme d'entonnoir, à tube mince et limbe étalé,5-partite. Filaments des étamines libres, dilatés à la base en écailles concaves. Ovaireoblong, à style filiforme. Stigmates 5, filiformes, glanduleux à la face interne.Utricule membraneux.",0,0,0,0
82,0,0,0,0,0,"L. Ct. Saïda (Bl), Beyrouth (Bl, Np, Vt, Pb), vers Antélias (Mt), Jounié, Nahr-el-Kelb (Pb),Nahr Ibrahim (Mt), Tripoli (Bl, P). Mi. 'Abey (P). Met. Zahlé (Pb). Sy. Baalbeck (Mt).",0
83,STYRACACEAE,"Arbres ou arbustes à poils en écaille ou étoiles, à feuilles alternes, sans stipules.Fleurs régulières, ordinairement hermaphrodites, pentamères. Calice à sépales habi-tuellement petits, gamosépale, persistant, souvent accrescent. Corolle plus ou moinslibre. Filaments des étamines plus ou moins unis à la base. Gynécée supère ou semi-infère, de 3-5 carpelles, à 3-5 loges à la base, uniloculaire au sommet. Style unique.Fruit charnu ou capsulaire sec, parfois ailé, avec 1 ou plusieurs graines.",0,0,0,0,0
84,0,0,"STYRAX L. — Arbrisseaux ou arbustes à fleurs rappelant celles de l'oran-ger, revêtues de poils étoiles, tomenteux. Calice en forme de cupule, à 5 dentsobtuses. Tube de la corolle court, lobes 5-7, tordus à gauche au début de l'anthèse.Étamines 6-16. Fruit ové, coriace, soudé par la base au calice accrescent, à troisvalves. Graines de grande taille, ovées-globuleuses.",0,0,0,0
85,0,0,0,0,0,"L. Ct. Beyrouth (Np, Vt), Tripoli (P, Bl), Nahr Beyrouth (Mt), Nahr Ibrahim (Mt, Pb).Mi. Khanchara (Mt), Choueir (P), Bikfaya (Pb), Ghazir (Vt), Chahtoul (Mt), Beit Méri (Np),Broummana (Bl), 'Aley (Sam), Qrayyé (Np), Douma (P). Mm. Cèdres de Barouk (Mt), Cèdresde 'Ain Zehalta (Pb), Machnaqa (Vt), Ehden (Reygasse), Bân, Hadchit (Bl). Herm. Base de l'Her-mon (Gaill).",0
86,OLEACEAE,"Arbres, arbustes ou lianes. Feuilles habituellement opposées, simples ou com-posées, sans stipules. Inflorescences en grappes ou en cymes. Fleurs régulières, herm-aphrodites, rarement unisexuées, dioïques ou polygames, habituellement tétra-mères, sans disque. Calice à 4-15 sépales, faiblement gamosépale. Corolle à 4-12pétales, libres ou soudés, parfois nulle. Étamines ordinairement 2. Gynécéesupère, à 2 carpelles. Fruit une capsule loculicide, une baie, une drupe, un akèneou une noix ailée (samaroïde).OLEOIDEAEOvule habituellement suspendu. Fruit sans constriction.",0,0,0,0,0
87,0,0,0,Olea,europaea,0,0
88,0,0,0,0,0,L. Ne paraît pas exister hors des cultures.,0
89,0,0,"PHILLYREA Tourn. — Arbres ou arbustes à feuilles coriaces, persistantes.Calice court, quadrilobé. Corolle plus ou moins en forme de roue quadripartite.Anthères subsessiles. Fruit une drupe charnue, à noyau facile à rompre.",0,0,0,0
90,0,0,0,0,0,"L. Ct. Nahr-el-Mott, Nahr-el-Kelb (Mt), Nahr Ibrahim (Np), Ras Chekka (Pb). Mi. SousBeit Méri (Vt), Mansouriyé (Mt), Broummana (Bl), au-dessus de Jounié (Pb), Nahr Ibrahim,sous El-Farate (P). Ve. Ouadi Fissene (Mt).",0
91,0,0,"FONTANESIA Labili. — Arbuste à branches et feuilles opposées. Calicecourt, persistant, quadripartite. Pétales 4, hypogynes, joints à la base par paires.",0,0,0,0
92,0,0,0,Fontanesia,phillyreoides,0,0
93,0,0,0,0,0,0,"S. Ct. Nahr Séné (Mt). Mi. Entre Lattaquié et Jisr-el-Choghour (Pb). NLatt. Ouadi Qandil(P), N. du Ouadi Qandil (Mt, Pb), Bassit (Pb), Cassius (Lab)."
94,0,0,"FRAXINUS L. — Arbres plus ou moins élevés, à feuilles, généralement aumoins, composées. Fleurs polygames ou dioïques. Galice quadrifide ou nul. Pétales4, soudés à la base par paires ou nuls. Ovaire à deux loges uniovulées; stylecourt. Samare comprimée, oblongue à lancéolée-spatulée, largement ailée, mono-sperme par avortement.",0,0,0,0
95,0,0,0,Fraxinus,ornus,0,0
96,0,0,0,0,0,"L. Ct. Vallée du Nahr Ibrahim (Mt, Pb). Mi. Yahchouche (Mt). Mm. Vers Ehden (Rey-gasse), Forêt de Qamou'a (Mt).",0
97,0,0,0,Fraxinus,excelsior,0,0
98,0,0,0,0,0,0,S. K.D. Sommet du Kutchuk Darmik (Pb).
99,0,0,0,Fraxinus,syriaca,0,0
100,0,0,0,0,0,"L. Mi. Yahchouche (Mt), Salima (Bl). Mm. Vers les Cèdres (Mt). Met. Chtaura, Ta'naïl,Said Neil, Zahlé, etc., planté! (Mt).",0
101,0,0,"JASMINUM Tourn. — Arbustes buissonnants ou grimpants. Galice campa-nule à 5-8 dents. Tube de la corolle long, cylindrique. Limbe plan, à divisionsobliques. Baie géminée, à loges monospermes.",0,0,0,0
102,0,0,0,0,0,"L. Ct. Beyrouth (P), Antélias (Aar), sources du Nahr Beyrouth (Mt). Mi. Bchéla (Mt,Pb), Douma (P), Qrayyé (Np). Ve. Deir-el-Ahmar (Bnm, Sam), Hazerta (Mt). A.L. Ouadi Benka(Gaill), Ouadi-el-Harir (Pb), entre Nebi Chiite et Seraïn (Mt). Herm. Rachaya (P, Aar, Pb).",0
103,APOCYNACEAE,"Plantes herbacées, lianes, arbustes ou, plus rarement, arbres et plantes suc-culentes. Feuilles simples, habituellement opposées. Inflorescences cymeuses. Fleurs4-5-mères. Corolle à préfloraison habituellement tordue, tubuleuse ou, souvent, àlobes étalés, ornée parfois d'écaillés. Étamines habituellement incluses, insérées plusou moins haut dans le tube, à filaments libres, rarement unis. Anthères souventappendiculées. Gynécée souvent supère ou semi-infère, bicarpellé, rarement à plusde 2 carpelles de 1 ou 2 loges. Ovules en général nombreux.VINCA L. — Herbes à feuilles opposées. Calice à 5 lobes acuminés. Corolleen forme d'entonnoir, à gorge pentagonale, nue. Lobes du limbe tronqués oblique-ment au sommet. Anthères plus longues que leurs filaments, se rejoignant au-dessusdu pistil. Style indivis. Fruit constitué par 2 follicules lisses, striés. Graines nues.Feuilles ovées-triangulaires, souvent cordées à la base, ciliées à la marge; pédoncules pluscourts que les feuilles V. majorFeuilles supérieures elliptiques-lancéolées; pédoncules égalant ou dépassant les feuillesMarge des feuilles brièvement ciliée-scabre; calice à lobes ciliolés V. herbaceaMarge des feuilles lisse; calice glabre V. libanotica",0,0,0,0,0
104,0,0,0,Vinca,major,0,0
105,0,0,0,0,0,"L. Mi. Beit Méri (Mt). Met. Zellaya-Yohmor (Wall), Ta'naU, Chtaura, Talabaya, sub-spontané (Mt).",0
106,0,0,0,Vinca,herbacea,0,0
107,0,0,0,0,0,L. Sud. Marjayyoun (Mt).,0
108,0,0,0,Vinca,libanotica,0,0
109,0,0,0,0,0,"L. Mi.-Mm. Col entre Jezzine et Machghara (Pb), Jab. Barouk (P), Jab. Kneissé (P, Sam,Np, Pb), Jab. Sannine (Nik), Neba' al-'Assal au-dessus de Faraya, Forêt d'Ehden (Mt), Hasroun,Bechnata, entre Ehden et Sir (Bl), Les Cèdres et pentes au-dessus des Cèdres (Ehrenb, Boiss,Roth, P, Vt, Alonzo, Wall, Sam, Mt, Pb). Herm. Kefr Kouk (Brun), Khirbet Kneissé (Gaill). Met.Sous Soultân Ya'qoub (Pb).",0
110,0,0,0,Trachomitum,venetum,0,0
111,0,0,0,0,0,0,S. H.J. Bords du lac Khatouniyé (Pb).
112,0,0,"NERIUM L. — Arbrisseaux à latex, à feuilles opposées ou ternées. Calicedivisé en cinq lobes linéaires-lancéolés, portant à leur base de nombreuses glandes.Corolle en forme d'entonnoir, à limbe divisé en 5, ayant à la base une couronnelacérée, multifide.",0,0,0,0
113,0,0,0,Nerium,oleander,0,0
114,0,0,0,0,0,"L. Ct. Nahr Saïnik (Bl), Saïda (Bl, Gaill), Beyrouth (P, Vt, Bl), Nahr Beyrouth (Mt), Nahr-el-Kelb (Pb), Tripoli (Bl), Nahr Bared en très grande abondance (Mt). Mi. Vallées des affluentsdu Nahr Damour jusqu'à une assez grande hauteur (Mt). Sy. Baalbeck-Zèbdani (P).",0
115,GENTIANACEAE,"Plantes herbacées, rarement ligneuses, ou lianes, ou saprophytes sans chloro-phylle. Feuilles opposées, sans stipules, à bords entiers. Fleurs solitaires, terminalesou axillaires, ou en cymes plus ou moins denses, le plus souvent régulières, herma-phrodites ou unisexuées, habituellement tétramères ou pentamères. Sépales libresou unis. Corolle habituellement tordue, plus ou moins tubuleuse, ou plus ou moinsprofondément fendue. 5 étamines insérées à la base de la corolle, libres ou unies,parfois dimorphes. Gynécée supère, formé de 2 carpelles, uniloculaire, rarementbiloculaire. Fruit constitué par une capsule septicide.BLACKSTONIA Huds. — Chlora Adans. — Plantes annuelles à fleurs jauneset feuilles opposées plus ou moins largement unies à la base. Calice 6-8-partite.Étamines 6-8, insérées à la gorge de la corolle. Style filiforme à stigmate bipartite.Capsule uniloculaire, bivalve, septicide.",0,0,0,0,0
116,0,0,0,Blackstonia,perfoliata,0,0
117,0,0,0,0,0,"L. Ct. Nahr Damour (Bl), Ras Beyrouth (Pb), Nahr-el-Kelb (Wall, Mt), Nahr Ibrahim(Mt, Pb). Mi. 'Abey, Jeba'a (P), sous Beit Méri (Mt), 'Ain Zehalta (P), Mayrouba (Sam), Faraya(Mt). Mm. Dimane à Hadeth, Hasroun (Bl), Bcharré aux Cèdres (Mt), Blaouzé (Sam), Ehden(Bl, Bnm). Herm. Rachaya (P).",0
118,0,0,0,Blackstonia,acuminata,0,0
119,0,0,0,0,0,"L. Ct. Ras Saadiyat (Pb), Beyrouth (Bl, Np, Vt), Nahr Beyrouth (Mt), Antélias (Mt), Nahr-el-Kelb (Bnm, Wall, Pb). Mi. Broummana (Vt), Qrayé (Mt, Np), Falougha (Pb), 'Antoura,Baabda (Pb), Ghazir, Bikfaya (Vt). Mm. Falougha, au-dessus de Bcharré (Pb). Met. Vers Ta'-naïl (Mt).",0
120,0,0,"CICENDIA Adans. — Plantes annuelles naines. Feuilles très réduites. Calicetubuleux à 4 lobes. Corolle en forme d'entonnoir, à limbe quadripartite, recroque-villée sur la capsule lors de la maturité. Style distinct, caduc. Stigmate capité.Capsule uniloculaire.",0,0,0,0
121,0,0,0,0,0,"L. Mi. Sous Beit Méri (Thiéb, Gb, Mt).Remarquée le 3 avril 1933 par M. THIÉBAUT au cours d'une herborisation, à laquelle partici-pait M. GOMBAULT, cette plantule végétait, sous une forme encore appauvrie (moins de 6 cm.) prèsd'un suintement sur les grès de la pinède entre Beit Méri et 'Aïn Cheikh. Depuis lors, l'espace étroitoù on la rencontrait a été transformé en un chemin goudronné. Tous les lieux analogues de la régionont été explorés sans succès.",0
122,0,0,0,Centaurium,pulchellum,0,0
123,0,0,0,0,0,"L. Ct. Beyrouth (Vt, P), Nahr-el-Mott (Mt), Nahr-el-Kelb (Vt). Mi. Jamhour (Wall).Mm. Cèdres (Wall), Hasroun (P). Met. Ta'naïl (Mt).",0
124,0,0,0,Centaurium,tenuiflorum,0,0
125,0,0,0,0,0,"L. Ct. Nahr-el-Kelb (Mt), Antélias (Vt) ?, Saïda (Gaill, Pb) ?, Tripoli (Bl) ?",0
126,0,0,0,Centaurium,erythraea,0,0
127,0,0,0,0,0,"L. Mi. Jab. Terbol (Boiss), Souk-el-Gharb (Mt), Qrayyé (Np). Mm. Ehden (Boiss, Mt).",0
128,0,0,0,0,0,"L. Cf. Saïda (Gaill, Bl, P), Nahr Beyrouth (Mt), Nahr-el-Kelb (Wall), Jall-ed-Dib (Mt).Mi. Jamhour (Sam, Wall), Baabda, 'Aley (Mt).",0
129,0,0,0,0,0,"L. Mi. Jouar, vers Khanchara (Mt).",0
130,0,0,0,0,0,"L. Mi. Au-dessus d'Antélias, 'Antoura, Bikfaya, 'Aïn Zhalta (P). Mm. Hasroun, Dimane(Bl), Ehden (Reygasse), Cèdres (Wall), au-dessus de Bcharré (Pb). Met. Ta'naïl (Vt).",0
131,0,0,0,Centaurium,maritimum,0,0
